Claim Description,Coverage Code,Accident Source,topic,probability,topic_name
ON THE ABOVE DATE AND TIME WHILE WALKING FROM HER VEHICLE WHICH WAS PARKED IN THE HANDICAP PARKING  SPOT ON THE NORTH SIDE OF NEWPOR,PM,Ground/floor,-1,0.0,Miscellaneous / Noise
"ON FRIDAY 11/4/22 GFL DRIVER WAS ATTEMPTING TO SERVICE A DUMPSTER AT 431 CRAWFORD ST IN PORTSMOUTH. AS HE PUT THE FORKS IN THE      SLEEVE AND LIFTED THE DUMPSTER A COUPLE FEET, HE NOTICED SOMETHINGSTICKING OUT OF THE SIDE DOOR. AT THAT TIME HE TILTED THE DUMPSTERTOWARDS THE BRICK WALL THAT IS BEHIND THE DUMPSTER. IT WAS AT THATTIME THE ENDS OF THE FORKS STRUCK THE BRICK WALL CAUSING IT TO    FALL OVER. THERE ARE NO BALLARDS BEHIND THE DUMPSTER.",AD,Struck animal or object,-1,0.0,Miscellaneous / Noise
"THE IV WAS SOUTHBOUND IN BUMPER TO BUMPER TRAFFIC WHEN THE OV     ACCELERATED AND THEN BRAKED, CAUSING THE IV TO REAR END THE OV.",AB,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
IV BACKED INTO PARKED LANDSCAPE TRAILER,AD,Backed into vehicle or object,13,1.0,Two-Vehicle Parked Collision
THE CLAIMANTS VEHICLE WAS PARKED AND UNOCCUPIED WHEN STRUCK BY THEHMIS WHITE FORD F150 PICK UP.,AD,Struck parked vehicle,7,0.9310474761620776,Food Poisoning / Restaurant Injury
CLAIMANT DROVE OVER POTHOLE CAUSING VEHICLE DAMAGE.,GD,Pothole,9,1.0,Pothole / Road Hazard
THE IV WAS AT AN INTERSECTION WHEN IT PULLED DOWN WIRE CABLES. NO INJURIES WERE REPORTED.,AD,Struck/pulled down wires,6,0.4616180544699801,School Bus / Student Accident
THE CLAIMANT ALLEGES THEY RECEIVED A QUARTER POUNDER THAT WAS     UNDERCOOKED.  SHE BECAME ILL.,PA,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
WATER AND DIRT DAMAGE TO CARPET AND BROKE KNOB FOR HOT WATER.     221101 029613,PB,e-Commerce,3,0.6973944576172633,Small Property Damage
INSURED GOT OUT OF TRAILER AND WAS STUCK BETWEEN IV AND THE DOCK  WHEN SHE FELL BACKWARDS. SUSTAINED FRACTURE TO RIGHT HAND.,NS,Uneven Surface,0,1.0,Rear-End Collision (IV hits OV)
**ECOMM (ON) VENDOR DRYER EXPLODED WHILE IN USE AND CAUSED DAMAGE TO HER PROPERTY AND CAUSED HER AN INJURY,PB,e-Commerce,-1,0.0,Miscellaneous / Noise
CRACKED WINDSHIELD. HAVE ANOTHER TRUCK ALSO,GD,Road debris/road hazard,10,1.0,Delivery / Door/Window Damage
PER THE STATEMENT FROM THE TM AND THE POLICE REPORT FOR THE NON   REPORTABLE CRASH. TM WAS TRAVELING EAST ON ROUTE 30 NEAR MILE     MARKER 267.2 AND A FEMALE WAS ATTEMPTING TO RE ENTER TRAFFIC AFTERSHE FOUND OUT ROUTE 222 WAS CLOSED BECAUSE OF A PRIOR CRASH. IN   THE REPORT THE FEMALE WAS NOTED TO BE TRAVELLING THE SHOULDER     ATTEMPTING TO GET BACK INTO THE FLOW OF TRAFFIC IN A VERY         CONGESTED AREA AT THIS POINT. MINOR DAMAGE FROM THE LUG NUTS      CONTACTING THE 7 OCLOCK POSITION ON T,AD,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
CUSTOMER WAS STANDING WAITING FOR TRANSPORTATION WHEN HE SUDDENLY FELL BACKWARD,GB,"Human Action, NOC",0,1.0,Rear-End Collision (IV hits OV)
A CUSTOMER SLIPPED AND FELL USING THE PORTABLE TOILET. CUSTOMER   SUSTAINED INJURIES.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
INJURIES  IVD WAS MAKING A LEFT TURN AND SIDESWIPED OV ON THE     CROSS STREET  *** LOR REC'D FOR OVD; PLEASE SEE CORRESPONDING AP &AD FILES ***,AB,Our vehicle turning left,1,0.9032676481742017,Slip / Trip / Fall
"SOMEONE BROKE IN TO THE PARISH GATED GARDEN AREA AND STOLE A      TRAILER VALUED ON $7,000.00. WE DID NOT NOTICED UNTIL THE         FOLLOWING MORNING. POLICE WAS CALLED AND REPORT MADE. REPORT      #02185",AD,Theft,5,0.2497683416000748,Third Party Reversing
OUR DRIVER WAS MAKING A RIGHT TURN ONTO TESSON FERRY              FROM BAPTIST CHURCH RD. WAS LOOKING TO SEE IF IT WAS CLEAR TO TURNAND HIT THE CAR IN FRONT OF HER. NO INJURIES,AD,Struck vehicle in rear,2,0.8142771700513218,Water Damage / Frozen Pipes
ROOF LEAK (CARGO DAMAGE),AD,Other - comprehensive,3,0.3771663114305069,Small Property Damage
"MBR CLAIMS THAT WHILE WALKING BY THE D19 CASE, HER FOOT GOT       CAUGHT ON A SNAGGED PIECE OF THE DIAMOND PLATE AND SHE FELL.",GB,Object on floor,0,1.0,Rear-End Collision (IV hits OV)
"CK INJ | PASSENGER WAS DROPPED OFF AT ABOVE LOCATION. AS SHE WAS  APPROACHING THE DOOR TO HER RESIDENCE, SHE FELL DOWN. NO MEDICAL  ATTENTION REQUESTED.",AB,Non-contact accident,0,1.0,Rear-End Collision (IV hits OV)
"CLAIMANT ALLEGES THAT WHEN SHE ENTERED THE STORE, SHE SLIPPED AND FELL. HER SHOES WERE WET DUE TO THE RAIN. CLAIMANT REPORTED THAT  HER LEG BENT, AND SHE STRUCK HER HEAD AND LEG ON THE FLOOR. NATUREOF THE INJURY IS UNKNOWN.",GB,Alleged improper maintenance - other,0,1.0,Rear-End Collision (IV hits OV)
CUSTOMER DROPPED A PRODUCT AND SAID THE LID WASN'T ON TIGHT ENOUGHSO PRODUCT FELL ON NEW BOOTS,GD,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
FIRE PUMP LOSS.,RB,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
A TENANT   S EMPLOYEE CLAIMS HEARING LOSS DUE TO EXCESSIVELY LOUD NOISE FROM   CUTTING/GRINDING ACTIVITIES.,GB,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
"MINOR BOY'S SISTER WAS CARRYING HIM AND WHEN SHE PUT HIM DOWN, HE STRUCK THE RIGHT SIDE OF HIS HEAD ON THE FRONT TABLE.",GB,"Furniture, fixture",0,1.0,Rear-End Collision (IV hits OV)
"THE IV WAS TRAVELING ON THE STREET, WHEN OV1 SUDDENLY SLAMMED ON  BREAKS, CAUSING THE IV TO SWERVE AND STRIKE OV2. THE IV INCURRED  FRONT END DAMAGE, WHILE THE OV2 INCURRED REAR P/S DAMAGE. THERE   WERE NO INJURIES REPORTED.",AP,Struck vehicle in rear,1,1.0,Slip / Trip / Fall
EVENT36521: SP VEHICLE SPINNING THE TIRES OUT ON THE DRIVEWAY AND DAMAGED THE DRIVEWAY. MAHIKER@AOL.COM JENNIFER WATSON,AD,Damage to landscaping,7,0.7848863012794218,Food Poisoning / Restaurant Injury
HAIL DAMAGE,AP,Hail,3,0.3552652078696242,Small Property Damage
"ON OR ABOUT 1/3/2023 AROUND 12:45 AM, DURING A ROUTINE INSPECTION FROM USGI SECURITY, THEY DISCOVERED LIGHTS ON IN VACANT  UNIT #928",GD,Door - Dock,-1,0.0,Miscellaneous / Noise
"WHEN BRINGING IN THE SECOND MACHINE, ONE OF THE GENTLEMAN         REPEATEDLY PUSHED THE FRONT DOOR OPEN WITH FORCE, CAUSING THE     DOORKNOB TO HIT THE WALL. CAUSED SMALL HOLE ON WALL AND NICKS ON  DOOR FRAME.",GD,Alleged Negligent Act,14,1.0,Hot Coffee / Beverage Burn
OV REAR ENDED IV,AB,Struck vehicle in rear,4,1.0,Vehicle Damage While Driving
"CLIENT VEHICLE EXITED FREEWAY.  AT BOTTOM OF RAMP DIDN'T REALIZE  THE TRAFFIC HAD STOPPED AND COULDN'T STOP IN TIME.  STRUCK REAR OFOTHER VEHICLE, WHICH WAS STOPPED WITH TRAFFIC.",AD,Struck vehicle in rear,2,1.0,Water Damage / Frozen Pipes
"ON JANUARY 4TH, ST. ANSELM MAINTENANCE DIRECTOR (LARRY BRAYMILLER)ARRIVED AT 4:30AM FINDING NO POWER TO HALF OF THE PARISH CENTER,  THEN WALKED OUT TO THE POWER POLE AND SAW THE BREAKER ON THE POLE HAD TRIPPED, CONTACTED AMEREN ELECTRIC AND REPORTED THE OUTAGE,   AMEREN ARRIVED AND RESTORED POWER. DISCOVERED DAMAGE TO ELECTRICALPANELS, THERMOSTATS, AND THE ALARM SYSTEM IS DRAINING BACK-UP     BATTERIES.",RB,Equipment Malfunction,3,0.3923904414837441,Small Property Damage
IV DRIVER FELL ASLEEP AND REAR-ENDED OV THAT WAS STOPPED. DAMAGE  TO BOTH VEHICLES,AP,Struck vehicle in rear,1,1.0,Slip / Trip / Fall
SP VEHICLE RAN THROUGH A RED LIGHT ON AN INTERSECTION AND STRUCK THE CLAIMANT'S VEHICLE. BOTH VEHICLES WERE TOWED.  CLAIMANT WAS TAKEN AT THE HOSPITAL.,AD,Intersection accident,7,1.0,Food Poisoning / Restaurant Injury
RESIDENT WAS FOUND DECEASED OUTSIDE OF A PROPERTY LOCATED OFF BLANTON ROAD BY A PLUMBER AFTER WINTER STORM ELLIOTT.,GB,Not Otherwise Classified,3,0.3690332112284635,Small Property Damage
SLIP AND FALL,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
THE IV WAS AT THE PARKING LOT WHEN IT STRUCK A POLE. THE IV       INCURRED DAMAGE TO THE REAR P/S DOOR. NO INJURIES WERE REPORTED.,AP,Our vehicle struck in rear,1,1.0,Slip / Trip / Fall
TRIP AND FALL ON SEWER CAP.,GB,"Walk, path, sidewalk",3,0.4844862709162234,Small Property Damage
"A CUSTOMER WAS IN THE PARKING LOT BACKING UP, WHEN HE STRUCK ONE  OF THE GASOLINE DISPENSERS CAUSING A BENT FRAME. CUSTOMER DROVE   OFF.",RB,Not Otherwise Classified,12,0.9259764367440567,Foreign Object in Food
"IV DRIVER WAS PARKED WITH THE PARKING BREAK ON, SERVICING A       CUSTOMER'S CAN, WHEN OV DRIVER REAR ENDED IV. NO INJURIES         OCCURRED. IV'S REAR BUMPER WAS DESTROYED; OV'S FRONT END WAS      SMASHED AND TOTALED.",AP,Sideswipe or lane change,1,0.9513487879880006,Slip / Trip / Fall
"UPON CHECK OUT, GUEST STATED HE WAS BITTEN BY BED BUGS ON HIS ARMS.",GB,"Animal, Insect",0,0.9469147551280889,Rear-End Collision (IV hits OV)
"ON 12/29/2022 APPROXIMATELY 8:45PM, THE GUEST CAME TO THE FRONT DESK TO INFORM THEM THAT THE BATHROOM CLOSET MIRROR FELL AND HIT THE",GB,Stationary object,0,0.9315489316409783,Rear-End Collision (IV hits OV)
EE REAR ENDED OV WHICH IN TURN STRUCK OV IN FRONT OF THEM.,AD,Struck vehicle in rear,4,0.8170012482226215,Vehicle Damage While Driving
OV WAS PULLING OUT DRIVE WAY AND HIT IV,AD,Sideswipe or lane change,4,0.9290845693570131,Vehicle Damage While Driving
SMALL PD: CUSTOMER ALLEGES THAT THE IV CAUSED DAMAGE TO A WATER   LINE AS THE IV WAS IN THE PROCESS OF SERVICING.,AL,Struck animal or object,6,0.878340681742651,School Bus / Student Accident
DRIVER HIT PARKED TPV CAUSES DAMAGE.                              BUS REG:   BK63YWP    TP REG:   BJ72NHZ,AD,Struck parked vehicle,8,0.9927981897196306,Police / Driveway Incidents
"THE IV BACKED INTO THE OV THAT WAS PARKED AND UNOCCUPIED IN THE   PARKING LOT. THE OV REAR BRAKE LIGHT, BUMPER AND QUARTER PANEL    WERE DAMAGED. THERE WERE NO INJURIES REPORTED.",AD,Struck parked vehicle,1,1.0,Slip / Trip / Fall
"OV DRIVER WAS STOPPED AT AN INTERSECTION.IV DRIVER WAS ALSO       STOPPED BUT STARTED TOO QUICKLY AND REAR ENDED OV.OV INCURRED     DAMAGE TO THE REAR BUMPER, BRACE BEHIND IT AND DAMAGE WHERE THE   BUMPER CONNECTS TO THE OV.THE HOOKS OF THE IV STRUCK THE OV       REAR.NO INJURIES.",AD,Struck vehicle in rear,1,1.0,Slip / Trip / Fall
NO INJURIES BUS SCRAPPED PARKED VEHICLE IN TEACHERS PARKING LOT ATTHE SCHOOL WHILE MAKING A LOOP IN PARKING LOT,AD,Struck parked vehicle,8,1.0,Police / Driveway Incidents
UPS TRACTOR-TRAILER WAS STOPPED IN TRAFFIC WHEN OTHER PARTY STRUCKUS IN THE REAR OF THE TRAILER.,AD,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
**ECOMM (QC) MTH AGENTS DAMAGED THE STAIRS WALL AND BROKE A CLOSETDOOR. THE ITEM DID NOT FIT AND WAS REFUSED,PB,e-Commerce,-1,0.0,Miscellaneous / Noise
THE IV DRIVER CHANGED LANES AND WENT INTO THE RIGHT LANE AND      STRUCK OV. OV INCURRED DAMAGE TO THE FRONT AND BACK ON THE D/S.   THERE WERE NOINJURIES REPORTED.,AD,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
IV DRIVER REPORTED THE VEHICLE CAUGHT ON FIRE RESULTING IN DAMAGE SIX VEHICLES THAT WERE PARKED AND UNOCCUPIED.                     NO INJURES WERE REPORTED.,AD,Fire - Auto,1,1.0,Slip / Trip / Fall
ROCK FROM ROAD - NO ONE AT FAULTD,AP,Windshield,10,0.7247748960709518,Delivery / Door/Window Damage
"THE CUSTOMER CALLED IN ABOUT THE REACTION TO THE NATURAL BEAUTY   FRAGRANCE MIST, JASMINE & ELDERBERRY. SHE SAID SHE USED IT FOR    THREE DAYS BEFORE SHE REALIZE THAT IT WAS CAUSING HER TO BE       EXTREMELY ITCHY. SHE SAID SHE WENT TO HER DOCTOR. SHE SAID HER    DOCTOR DID NOT DO ANY TEST BUT TOLD HER THAT SHE WAS SENSITIVE TO THE JASMINE & ELDERBERRY SCENT. SHE SAID SHE WAS USING AN ANTI    ITCH CREAM TO HELP WITH THE ITCHINESS. SHE SAID THE ITCHINESS WAS SO BAD THAT SHE HAD TROUBLE SLEEPING.",PA,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
THE IV WAS SERVICING A CUSTOMER WHEN THE TOTERFELL BACKWARDS AND  DAMAGED THE CUSTOMER'S PLANTS. NO INJURIES WERE REPORTED.,AL,Damage to landscaping,1,1.0,Slip / Trip / Fall
THE CUSTOMER DROVER OVER THE PARKING BUMP IN THE PARKING LOT.     WHILE BACKING THE METAL STRUCK THE UNDER PLASTIC COVE OF HIS VEH.,GD,Car stop,12,1.0,Foreign Object in Food
ANOTHER MEMBER PUSHED A FLATBED BEHIND MEMBER AND SHE DID NOT SEE HIM.  THE MEMBER TRIPPED OVER THIS FLATBED,GB,Cart,-1,0.0,Miscellaneous / Noise
"IV DRIVER STATES IV WAS INVOLVED IN A HIT AND RUN WHILE IV WAS    STATIONARY ON THE SIDE OF THE HIGHWAY. IV HAS DAMAGE TO MAJOR     FRONT END, UNDER CARRIAGE, RIGHT FRONT WHEEL AND TIRE, AND MIRROR ON D/S. THERE IS NO INFORMATION ON THE OV THAT WAS INVOLVED OR THEOV DRIVER. NO INJURIES REPORTED.",AP,Our vehicle struck while parked,1,0.8862684560407239,Slip / Trip / Fall
"""CUSTOMER WAS IN THE DAIRY RUN WHEN A TM NAMED STEFAN CALLED HIM A""""BITCH FAGGOT"""" AND SAID HE WOULD """"DROP HIM RIGHT NOW"""".""",PI,Assault,0,1.0,Rear-End Collision (IV hits OV)
SMALL PD THE CUSTOMER IS ALLEGING THE IV TOOK DOWN AN OVERHEAD    WIRE. THE WIRE WAS PULLED DOWN. THERE WERE NO INJURIES REPORTED.,AL,Struck/pulled down wires,6,0.5728894645530338,School Bus / Student Accident
"SMALL PD. THE IV ALLEGEDLY STRUCK AN ENCLOSURE WALL, KNOCKING DOWNTHE WALL DURING SERVICE.",AL,Struck animal or object,6,1.0,School Bus / Student Accident
"(X-REF: 10606944-ADDITIONAL CLAIM)--MAIN FIRELINE ON 35TH FLOOR UNCOUPLED, CAUSING WATER DAMAGE TO APPX 380 TENANTS DISPLACED, PERSO",GD,Water,3,0.6317537979136196,Small Property Damage
THE PEDESTRIAN WAS WALKING ACROSS THE CROSSWALK WHEN THE IV STRUCKTHE PEDESTRIAN. THE PEDESTRIAN SUSTAINED INJURIES. THE IV LEFT THESCENE.,AB,Vehicle - passenger,1,0.8657736503153877,Slip / Trip / Fall
THE CUSTOMER STATED THAT WHILE HE WAS DRIVING IN THE PARKING LOT  HE DROVE INTO A POTHOLE WHICH CAUSED DAMAGE TO HIS RIM. THERE WERENO INJURIES REPORTED.,GD,Alleged Negligent Act,9,1.0,Pothole / Road Hazard
"THE PIPES IN THE INSURED'S CEILING FROZE AND BURST TO CAUSE A RISEOF 3 INCHES IN THE WATER. THE ROOMS, FLOORS, CARPETS, AND CEILING WERE DAMAGE.",TE,"Freezing of Plumbing, Heating, AC System",3,1.0,Small Property Damage
VEHICLE 2 FAILED TO STOP AND STRUCK REAR OF CLIENT VEHICLE STOPPEDWITH TRAFFIC. THE FORCE OF THE IMPACT PUSHED CLIENT VEHICLE INTO  REAR OF VEHICLE 3.,AN,Our vehicle struck in rear,2,0.8522434394727075,Water Damage / Frozen Pipes
THE IV WAS STRUCK BY THE OV THAT SPUNOUT AFTER LOSING CONTROL AND HITTING A GUARD RAIL WHEN THE D/S FRONT TIRE BLEW. THE IV INCURREDMULTIPLE EXTERIOR DAMAGE EXTENDING FROM THE P/S FRONT END TO THE  P/S REAR END. NO INJURIES WERE REPORTED.,AP,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
MEMBER STATES THAT CAR WOULDN'T START AFTER TIRE CENTER REPLACED  TIRES ON HIS CAR. MEMBER STATES THAT CAR WAS WORKING FINE BEFORE.,GD,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
CUSTOMER HIT ANOTHER VEHICLE,AD,Struck vehicle in rear,5,0.342818017245762,Third Party Reversing
"ABDOMINOPLASTY, FAT TRANSFER, LIPO- DX: MIGRAINE",PM,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
EMPLOYEE WAS STOPPED AT LIGHT WHEN HIS FOOT SLIPPED OFF THE BRAKE ONTO THE GAS AND HE STRUCK THE REAR OF A POLICE VEHICLE.,AD,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
DAMAGE TO RENTAL AUTO.  NO SCI AUTO INVOLVED.,AD,Non-contact accident,5,0.38761737217938874,Third Party Reversing
GUEST ALLEGES THAT SHE BECAME HOT AND DIZZY WHILE SHE WAS IN THE  RESTROOM. SHE FELT LIKE SHE MIGHT PASS OUT IN THE RESTROOM SO SHE ATTEMPTED TO LEAVE THE RESTROOM TO GET HELP FROM HER FRIENDS. SHE PASSED OUT WHILE WALKING TO THE BAR.,GB,"Human Action, NOC",0,0.9470727281530493,Rear-End Collision (IV hits OV)
SP DRIVER WAS BACKING INTO CLAIMANTS DRIVEWAY AND HIT THE GARAGE  CAUSING DAMAGE TO THE GUTTER.,AD,Struck dock/garage door,-1,0.0,Miscellaneous / Noise
"CLMT ALLEGES FINDING A PIECE OF PLASTIC IN HER MCFLURRY, WHICH WASORDERED IN THE DRIVE THRU. IT IS UNK IF ANY INJURIES WERE         SUSTAINED.THE PIECE OF PLASTIC WAS A PIECE THAT BROKE OFF THE     MCFLURRY MACHINE.",PA,Alleged foreign object in product,-1,0.0,Miscellaneous / Noise
WORMS IN PORTION OF BROCCOLI,PA,Alleged foreign object in product,0,1.0,Rear-End Collision (IV hits OV)
SMALL PD THE IV DRIVER WAS PULLING INTO A CUSTOMER'S DRIVEWAY WHENTHE IV MADE CONTACT WITH THREE MAILBOXES CAUSING DAMAGE. THERE    WERE NO INJURIES REPORTED.,AL,Struck mailbox,6,1.0,School Bus / Student Accident
SMALL PD. THE IV DRIVER WAS SERVICING AT A COMMERCIAL SITE BY     TURNING INTO THE CAN WHEN THE FORKS ON THE IV STRUCK A WOODEN     LIGHT POST. THE WOODEN LIGHT POST IS SCRAPED. NO DAMAGE TO THE IV.NO INJURIES SUSTAINED.,AL,Struck animal or object,6,1.0,School Bus / Student Accident
SLIP AND FALL IN THE PARKING LOT WHILE IT WAS RAINING.,GB,Ice/water,0,0.8935349714282529,Rear-End Collision (IV hits OV)
12/19/2022     AT 1:10 PM SECURITY SUPERVISOR KENNETH MOORE RECEIVED A CALL FROM A CRATE & BARREL EMPLOYEE WHO STATED AN ELDERLY COU,GB,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
HIT OTHER VEHICLE IN REAR,AD,Struck vehicle in rear,2,0.8489731925818064,Water Damage / Frozen Pipes
A DRIVER IS REPORTING THAT WHILE UNLOADING AT A BUS STOP A STUDENTWAS STRUCK BY OV THAT PASSED ON THE RIGHT SIDE OF THE SCHOOL BUS. THE STUDENT WAS EVALUATED AT THE SCENE AND TRANSPORTED VIA EMS TO LOCAL HOSPITAL TO BE FURTHER EVALUATED BY A DOCTOR BUT NO SPECIFICUPDATE ON INJURIES AT THIS TIME. NO MEDIA INTEREST HAS BEEN       EXPRESSED AT THE TIME OF THIS ALERT. SCHOOL AND ALL PARENTS HAVE  BEEN CONTACTED.,GB,Alleged Negligent Act,8,0.9881121467703249,Police / Driveway Incidents
THE OV DRIVER ALLEGES THAT THE IV STRUCK THE REAR BUMPER OF THE OVIN TRAFFIC. THE IV INCURRED NO DAMAGE. THE OV INCURRED DAMAGE TO  THE REAR BUMPER. THERE WERE NO INJURIES REPORTED.,AD,Alleged Negligent Act,1,1.0,Slip / Trip / Fall
V1 HIT V2 PARKED AND UNOCCUPIED,AD,Struck parked vehicle,11,0.9896194901195877,Rock / Windshield Crack
"CLAIMANT ALLEGES AN EE WAS USING A DRY MOP TO SPOT MOP THE LOBBY. THE WET FLOOR SIGNS WERE OUT. THE CUSTOMER WALKED BY THE SIGN     TWICE AND ON THE SECOND PASS HE SLIPPED ON THE WET FLOOR AND FELL.THE CUSTOMER FELL ON HIS BOTTOM, HITTING HIS LOWER BACK AND PALMS OF BOTH HANDS. THIS RESULTED IN NO INJURY.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
IV WAS IN STOPPED TRAFFIC WHEN HE RELEASED BRAKES AND ROLLED INTO CV DIRECTLY IN FRONT OF HIM.,AB,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
"THE IV AND OV WAS PARKED (UNOCCUPIED) IN THE YARD, WHEN A TREE    FELL ON BOTH VEH CAUSING DAMAGE. NO INJURIES WERE REPORTED.",GK,Other - comprehensive,1,1.0,Slip / Trip / Fall
"WHILE OPERATING M77, EMPLOYEE WAS TRAVELING THROUGH THE           INTERSECTION, WITH A GREEN LIGHT AND THE FLOW OF                  TRAFFIC, AND WAS HIT BY A CAR THAT WENT THROUGH THE RED LIGHT.",AB,Vehicle - passenger,2,0.8488162388525332,Water Damage / Frozen Pipes
CUSTOMER ALLEGES PROPANE TANK VALVE BLEW OFF DUE TO OVERFILL OF 20LB PROPANE TANK AT STORE AND IT SPRAYED PROPANE ALL OVER INSIDE OFVEHICLE-SUBURBAN,GD,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
CLAIMANT ALLEGES THAT WHILE THE EE WAS MAKING A DELIVERY TO THEIR LOCATION THE COOL LIFT STRUCK AGAINST A WATER FAUCET. THE WATER   FAUCET INCURRED DAMAGE. NO INJURIES WERE REPORTED IN THIS         INCIDENT.,GD,Alleged Negligent Act,3,1.0,Small Property Damage
CLAIMANT DROVE THEIR CAR INTO PARKING EQUIPMENT AT THE PASS HOLDER LANE.,RB,Vehicle Accident,-1,0.0,Miscellaneous / Noise
OV IS CLAIMING DEBRIS FELL FROM THE IV DAMAGING THE OV'S          WINDSHIELD.,AD,Accidental disposal of property/object,-1,0.0,Miscellaneous / Noise
HURRICANE IAN DAMAGE,RC,Hurricane,3,0.3343030236422973,Small Property Damage
GUEST CAR WINDOW WAS BROKEN NO ITEMS STOLEN  GUEST CAR WAS BROKEN IN TO,GD,"Human Action, NOC",14,1.0,Hot Coffee / Beverage Burn
THE IV HAS RODENT DAMAGE TO THE INTERIOR PART.,AP,Other - comprehensive,1,1.0,Slip / Trip / Fall
CLIENT VEHICLE BACKED INTO PARKED CLAIMANT VEHICLE.,AD,Our vehicle backed into,5,0.36292405420348745,Third Party Reversing
THE IV1 AND THE IV2 WERE PARKED AND UNOCCUPIED IN THE PARKING LOT WHEN THE INSURED VEHICLES WERE BROKEN INTO. THE IV1 INCURRED FRONTP/S AND D/S REAR WINDOW DAMAGE. THERE WERE ALSO BAGS AND VALUABLESSTOLEN FROM THE IV1. THE IV2 INCURRED D/S REAR WINDOW DAMAGE. THE IV2 ALSO HAD BAGS AND VALUABLES STOLEN FROM IT. NO INJURIES WERE  REPORTED.,RC,"Burglary, Robbery, Theft - Property",1,0.9951744958779508,Slip / Trip / Fall
IV WAS APPROACHING CONSTRUCTION ZONE WHEN OV CAME OVER IN IV LANE AND STRUCK HER. MULTIPLE DAMAGES TO IV,AP,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
ASSOCIATE'S VAN WAS PARKED IN THE PARKING LOT AND WAS HIT BY THE  SNOWPLOW THAT WAS CLEARING THE LOT.,GD,Vehicle - truck/snowplow,12,1.0,Foreign Object in Food
IV STATED THE HE RAN OVER SOMETHING IN THE ROADWAY AND IT         PUNCTURED THE PASSENGER SIDE FUEL TANK.,AD,Other - comprehensive,-1,0.0,Miscellaneous / Noise
UNDETERMINED INJURIES ACCIDENT OCCURRED YESTERDAY 03/ 16/ TIME    5:00 P.MTHE ACCIDENT HAPPED ON THE INTERSTATE I 10 SHE HIT A CAR  FROM BEHIND CAUSING THAT CAR TO HIT ANOTHER VEHICLE. THERE WERE   STUDENTS ON THE BUS I DO NOT HAVE THEIR NAMES AT THIS TIME. ONE   STUDENT WAS TRANSPORTED TO THE HOSPITAL.,AD,Struck vehicle in rear,8,1.0,Police / Driveway Incidents
IV HIT PARKED OV,AD,Struck parked vehicle,-1,0.0,Miscellaneous / Noise
GUEST'S VEHICLE DAMAGED IN POSSESSION OF VALUE,GK,Alleged Negligent Act,5,0.24460900117319515,Third Party Reversing
OV WAS GOING S ON GREENBAY IV WAS GOING NORTH WHEN THE LIGHT WAS  CHANGING IV WAS GOING STRAIGHT IV MADE LEFT TURN AND CRASHED INTO OV,AB,Our vehicle turning left,4,1.0,Vehicle Damage While Driving
"AS THE CUSTOMER WAS PASSING BY THE SELF CHECK OUT REGISTER, HIS   JEANS GOT CAUGHT AT THE CORNEROF THE SODA MACHINE AND THEY RIPPED.",GD,Display,0,1.0,Rear-End Collision (IV hits OV)
SMALL PD IT'S ALLEGED BY CUST THAT IV DRIVER BACKED INTO THE      GARAGE DOOR. GARAGE DOOR HAS MULTIPLE DENTS. NO INJURIES.,AL,Backed into vehicle or object,6,0.6585735583758116,School Bus / Student Accident
"IV WAS ON 24TH STREET AND WAS MAKING A LEFT TURN ON MISSOURI      STREET. IV WAS IN THE OUTSIDE LANE AND OV WAS IN THE INSIDE LANE. IV AND OV MADE THE LEFT TURN ONTO MISSOURI STREET, WHEN OV STRUCK IV'S RIGHT SIDE.",AP,Sideswipe or lane change,1,0.9457785934997158,Slip / Trip / Fall
THE DELIVERY DRIVER WAS WALKING TO THE BACK OF HIS TRAILER WHEN HESLIPPED AND FELL IN THE PARKING LOT. THE DRIVER WAS SEEN LIMPING.,GB,Alleged Negligent Act,2,0.5950584559185669,Water Damage / Frozen Pipes
